cx,cy,r,area,circularity,peak_value_m,local_background_m,local_height_m,local_height_nm,local_height_A,background_inner_radius_px,background_outer_radius_px,background_pixel_count,manual_status
46.0,45.0,1.2615662610100802,5.0,6.981317007977318,-1.1798804155915832e-09,-1.7816408903748027e-09,6.017604747832195e-10,0.6017604747832195,6.017604747832195,1.2615662610100802,2.2615662610100804,16.0,false_positive
83.0,3.0,3.826519928662906,45.0,1.0,1.3336660664720057e-09,7.099597021387183e-10,6.237063643332874e-10,0.6237063643332874,6.237063643332874,3.826519928662906,5.739779892994359,42.0,false_positive
82.0,5.0,3.826519928662906,45.0,1.0,1.2364066437342558e-09,7.072048502365647e-10,5.292017934976911e-10,0.5292017934976911,5.292017934976911,3.826519928662906,5.739779892994359,56.0,false_positive
83.0,1.0,2.256758334191025,16.0,1.2217519021653156,1.5064010039367304e-09,8.531935713484984e-10,6.53207432588232e-10,0.653207432588232,6.53207432588232,2.256758334191025,3.385137501286538,11.0,false_positive
83.0,1.0,3.826519928662906,33.0,1.0,1.5064010039367304e-09,7.643800037371307e-10,7.420210001995997e-10,0.7420210001995997,7.420210001995997,3.826519928662906,5.739779892994359,34.0,false_positive
