qd_number,cx,cy,r,r_A,area,area_A2,circularity,peak_value_m,local_background_m,local_height_m,local_height_nm,local_height_A,background_inner_radius_px,background_outer_radius_px,background_inner_radius_A,background_outer_radius_A,background_pixel_count,manual_status,fwhm_x_px,fwhm_y_px,fwhm_px,fwhm_x_A,fwhm_y_A,fwhm_A
25.0,210.0,9.0,11.084566571000565,108.24772041992739,386.0,36811.82861328125,0.8653281524560853,6.097924387660214e-09,2.0719224946841308e-11,6.077205162713373e-09,6.077205162713373,60.77205162713373,11.084566571000565,16.626849856500847,108.24772041992739,162.3715806298911,359.0,automatic,21.458485912157798,,21.458485912157798,209.555526485916,,209.555526485916
23.0,106.0,158.0,11.576202403352141,113.04885159523576,421.0,40149.688720703125,0.878599861868386,6.040618227842742e-09,1.9734173323238124e-10,5.843276494610361e-09,5.843276494610361,58.43276494610361,11.576202403352141,17.364303605028212,113.04885159523576,169.57327739285364,528.0,automatic,20.178881121924693,19.533339201002743,19.856110161463718,197.05938595629584,190.7552656347924,193.90732579554412
26.0,223.0,204.0,9.338999347593866,91.20116550384634,274.0,26130.67626953125,0.8485984281146222,4.578885270944966e-09,5.669343466907506e-11,4.522191836275891e-09,4.522191836275891,45.221918362758906,9.338999347593866,14.008499021390799,91.20116550384634,136.80174825576952,336.0,automatic,17.567937024677036,16.512742710262504,17.04033986746977,171.56188500661167,161.25725302990728,166.40956901825945
24.0,83.0,295.0,8.920620580763856,87.11543535902203,250.0,23841.85791015625,0.7332515958462145,4.490809057955403e-09,2.012278746410523e-10,4.2895811833143505e-09,4.2895811833143505,42.895811833143505,8.920620580763856,13.380930871145784,87.11543535902203,130.67315303853306,320.0,automatic,13.931564298767423,13.034035064206943,13.482799681487183,136.0504326051506,127.28549867389593,131.66796563952326
27.0,199.0,337.0,10.433694507453072,101.89154792434641,342.0,32615.66162109375,0.8248156542491998,4.654106433576999e-09,4.749784732194229e-10,4.179127960357576e-09,4.179127960357576,41.79127960357576,10.433694507453072,15.650541761179609,101.89154792434641,152.83732188651962,428.0,automatic,17.362308760642637,18.39441351632513,17.878361138483882,169.55379649065077,179.6329444953626,174.59337049300666
28.0,297.0,423.0,10.249012754438885,100.08801518006723,330.0,31471.25244140625,0.8066847522420569,5.908102895801903e-09,3.4915356716958e-10,5.558949328632323e-09,5.558949328632323,55.58949328632323,10.249012754438885,15.373519131658327,100.08801518006723,150.13202277010086,416.0,automatic,17.44014991184762,16.54116428544147,16.990657098644547,170.31396398288692,161.53480747501436,165.92438572895065
13.0,396.0,222.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.5505016159877982e-09,1.643933461581426e-10,1.3861082698296556e-09,1.3861082698296556,13.861082698296556,,,100.98978155220682,151.4846723283102,,false_negative,4.606811065999892,3.960692634782717,4.283751850391305,44.9883893164052,38.67863901154997,41.83351416397758
12.0,384.0,253.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.3401824094927406e-09,2.8737512369758633e-11,1.311444897122982e-09,1.311444897122982,13.11444897122982,,,100.98978155220682,151.4846723283102,,false_negative,3.4467868482968953,4.189575479198737,3.8181811637478162,33.66002781539937,40.913823039050165,37.286925427224766
1.0,342.0,268.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,2.035286827961613e-09,1.737307381288744e-10,1.8615560898327388e-09,1.8615560898327388,18.615560898327388,,,100.98978155220682,151.4846723283102,,false_negative,9.427744803747803,13.827082204045716,11.62741350389676,92.06782034909963,135.03009964888395,113.54895999899179
32.0,488.0,212.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,5.130391222962771e-09,5.665239666274857e-10,4.5638672563352856e-09,4.563867256335286,45.638672563352856,,,100.98978155220682,151.4846723283102,,false_negative,14.811537156932093,16.68695285681751,15.749245006874801,144.64391754816498,162.9585239923585,153.80122077026172
