qd_number,cx,cy,r,r_A,area,area_A2,circularity,peak_value_m,local_background_m,local_height_m,local_height_nm,local_height_A,background_inner_radius_px,background_outer_radius_px,background_inner_radius_A,background_outer_radius_A,background_pixel_count,manual_status,fwhm_x_px,fwhm_y_px,fwhm_px,fwhm_x_A,fwhm_y_A,fwhm_A
74.0,421.0,16.0,6.128667601500942,59.85026954590763,118.0,11253.35693359375,0.7332215602934552,-7.045178329612156e-10,-1.5813091946981217e-09,8.767913617369061e-10,0.8767913617369061,8.76791361736906,6.128667601500942,9.193001402251411,59.85026954590763,89.77540431886143,140.0,automatic,6.96190552555403,4.117912227467372,5.539908876510701,67.98735864798857,40.21398659636105,54.10067262217481
25.0,137.0,19.0,5.890312181373172,57.52257989622238,109.0,10395.050048828125,0.7335056064000784,1.4078751497947906e-09,3.2270107419574146e-10,1.0851740755990491e-09,1.085174075599049,10.851740755990491,5.890312181373172,8.835468272059758,57.52257989622238,86.28386984433358,132.0,automatic,6.142108541689291,6.843000265537382,6.492554403613337,59.98152872743449,66.8261744681385,63.40385159778649
23.0,91.0,22.0,6.076507779746499,59.340896286586904,116.0,11062.6220703125,0.9091684251898234,1.6923226153764404e-09,2.4266347611878736e-11,1.6680562677645616e-09,1.6680562677645616,16.680562677645618,6.076507779746499,9.114761669619748,59.340896286586904,89.01134442988035,148.0,automatic,7.22337643899057,8.707069649834267,7.965223044412419,70.54078553701729,85.02997704916277,77.78538129309003
24.0,122.0,36.0,6.506551687525748,63.540543823493636,133.0,12683.868408203125,0.9303400432203457,2.436200574607028e-09,3.3561213530486356e-10,2.1005884393021645e-09,2.1005884393021645,21.005884393021645,6.506551687525748,9.759827531288622,63.540543823493636,95.31081573524044,156.0,automatic,9.4624636651857,8.846855755812758,9.154659710499228,92.4068717303291,86.39507574035896,89.40097373534402
53.0,483.0,36.0,6.102643417692329,59.59612712590165,117.0,11157.989501953125,0.5079810165821764,1.2843934804607215e-09,4.967534161792742e-10,7.876400642814474e-10,0.7876400642814474,7.876400642814474,6.102643417692329,9.153965126538495,59.59612712590165,89.39419068885249,140.0,automatic,9.306057998271777,5.60464232827562,7.455350163273699,90.87947263937282,54.7328352370666,72.80615393821971
28.0,208.0,48.0,6.723094811029982,65.65522276396467,142.0,13542.17529296875,0.8636121708706624,2.0615686935343547e-09,4.1571675268858854e-10,1.6458519408457661e-09,1.6458519408457661,16.45851940845766,6.723094811029982,10.084642216544975,65.65522276396467,98.48283414594701,180.0,automatic,10.031340138916104,8.537763166491228,9.284551652703666,97.96230604410258,83.3765934227659,90.66944973343423
30.0,232.0,49.0,4.753945931439391,46.425253236712805,71.0,6771.087646484375,0.8207586964940495,8.729356126835341e-10,-4.8131734708967144e-11,9.210673473925013e-10,0.9210673473925013,9.210673473925013,4.753945931439391,7.130918897159087,46.425253236712805,69.6378798550692,92.0,automatic,5.2347622813310615,3.6329968068681495,4.4338795440996055,51.120725403623645,35.478484442071775,43.29960492284771
31.0,355.0,55.0,7.356132180109627,71.83722832138308,170.0,16212.46337890625,0.806843623629719,2.794082076817972e-09,7.445433158892456e-10,2.0495387609287263e-09,2.0495387609287263,20.495387609287263,7.356132180109627,11.034198270164442,71.83722832138308,107.75584248207463,200.0,automatic,9.597062516036011,8.235601991450178,8.916332253743095,93.72131363316417,80.42580069775565,87.0735571654599
52.0,496.0,60.0,5.698035485213008,55.644877785283285,102.0,9727.47802734375,0.8121165020658383,1.7385701767125283e-09,5.084606902183708e-10,1.2301094864941575e-09,1.2301094864941575,12.301094864941575,5.698035485213008,8.547053227819513,55.644877785283285,83.46731667792493,132.0,automatic,6.749850557805473,7.838999884874566,7.29442522134002,65.91650935356907,76.55273325072818,71.23462130214862
51.0,419.0,72.0,6.102643417692329,59.59612712590165,117.0,11157.989501953125,0.778573010876046,1.1204226435523879e-09,-3.1587497895113614e-10,1.436297622503524e-09,1.436297622503524,14.36297622503524,6.102643417692329,9.153965126538495,59.59612712590165,89.39419068885249,140.0,automatic,9.357789615865164,6.414272529315053,7.886031072590108,91.38466421743324,62.63938016909231,77.01202219326278
32.0,345.0,88.0,6.257165172872317,61.10512864133122,123.0,11730.194091796875,0.895035377484506,2.562383638604615e-09,1.0795643823335865e-09,1.4828192562710285e-09,1.4828192562710285,14.828192562710285,6.257165172872317,9.385747759308476,61.10512864133122,91.65769296199683,156.0,automatic,10.738810575774897,7.893693717437204,9.31625214660605,104.87119702905173,77.0868527093477,90.9790248691997
29.0,232.0,105.0,5.440847306724618,53.1332744797326,93.0,8869.171142578125,1.0378710607752675,2.232565909920936e-09,6.209634889620119e-11,2.170469561024735e-09,2.170469561024735,21.70469561024735,5.440847306724618,8.161270960086927,53.1332744797326,79.6999117195989,116.0,automatic,8.186692826312207,8.583127507910335,8.384910167111272,79.94817213195515,83.81960456943686,81.88388835069601
33.0,335.0,107.0,3.9088200952233594,38.17207124241562,48.0,4577.63671875,0.9864517666782943,1.4043972651478498e-09,6.219215420433244e-10,7.824757231045254e-10,0.7824757231045254,7.824757231045254,3.9088200952233594,5.8632301428350395,38.17207124241562,57.25810686362343,64.0,automatic,6.044231527279555,4.060574571362329,5.052403049320942,59.02569850858941,39.654048548460246,49.339873528524826
50.0,451.0,124.0,5.698035485213008,55.644877785283285,102.0,9727.47802734375,0.605590788753333,2.085132289053604e-09,4.815607357322449e-10,1.603571553321359e-09,1.603571553321359,16.03571553321359,5.698035485213008,8.547053227819513,55.644877785283285,83.46731667792493,132.0,automatic,6.640335767036781,7.159307252193345,6.899821509615063,64.84702897496857,69.91510988470064,67.3810694298346
22.0,73.0,126.0,6.6755811781245455,65.19122244262252,140.0,13351.4404296875,0.8387375772488195,2.6399256114473246e-09,7.238871169157335e-10,1.916038494531591e-09,1.9160384945315911,19.16038494531591,6.6755811781245455,10.013371767186818,65.19122244262252,97.78683366393378,180.0,automatic,8.42930899314556,5.564040218684596,6.996674605915078,82.31747063618711,54.33633026059176,68.32690044838944
39.0,194.0,151.0,6.023896332520351,58.827112622269055,114.0,10871.88720703125,0.8740180293115886,8.075887181213659e-10,-6.742994704267424e-11,8.750186651640401e-10,0.8750186651640401,8.750186651640401,6.023896332520351,9.035844498780527,58.827112622269055,88.24066893340358,140.0,automatic,4.825656442144407,5.830731192519529,5.328193817331968,47.125551192816474,56.94073430194853,52.0331427473825
49.0,403.0,151.0,5.808687281605183,56.725461734425615,106.0,10108.94775390625,0.8167334933698256,1.8335838403160665e-09,1.488468237553775e-10,1.684737016560689e-09,1.684737016560689,16.84737016560689,5.808687281605183,8.713030922407775,56.725461734425615,85.08819260163843,140.0,automatic,8.840907133627073,7.005622613135522,7.923264873381298,86.33698372682689,68.41428333140158,77.37563352911424
