cx,cy,r,area,circularity,peak_value_m,local_background_m,local_height_m,local_height_nm,local_height_A,background_inner_radius_px,background_outer_radius_px,background_pixel_count,manual_status
31.0,2.0,2.393653682408596,18.0,1.3239153988972323,-3.987386065773535e-08,-4.1374782711045555e-08,1.5009220533102052e-09,1.5009220533102052,15.009220533102052,2.393653682408596,3.590480523612894,13.0,automatic
239.0,0.0,2.5854414729132054,21.0,1.3009126076835016,-3.9684728392330726e-08,-4.1069153411399384e-08,1.384425019068658e-09,1.384425019068658,13.84425019068658,2.5854414729132054,3.8781622093698083,13.0,automatic
346.0,1.0,3.141274657157109,31.0,1.249524838656446,-3.929795866497443e-08,-4.1592265631607006e-08,2.2943069666325755e-09,2.2943069666325755,22.943069666325755,3.141274657157109,4.7119119857356635,25.0,automatic
442.0,2.0,2.8209479177387813,25.0,1.1907938922533645,-3.9658907269313204e-08,-4.14405274540286e-08,1.7816201847153934e-09,1.7816201847153934,17.816201847153934,2.8209479177387813,4.231421876608172,28.0,automatic
408.0,4.0,2.876813695875796,26.0,1.1211451356615063,-4.00908071185313e-08,-4.187024593704791e-08,1.77943881851661e-09,1.77943881851661,17.7943881851661,2.876813695875796,4.315220543813694,36.0,automatic
166.0,4.0,2.7057581899030048,23.0,1.1790403893488048,-4.039779710751645e-08,-4.2132452193754943e-08,1.7346550862384902e-09,1.7346550862384902,17.346550862384902,2.7057581899030048,4.058637284854507,28.0,automatic
390.0,4.0,2.876813695875796,26.0,1.0479885743570188,-4.0319331873206465e-08,-4.168363076928472e-08,1.3642988960782532e-09,1.3642988960782532,13.642988960782532,2.876813695875796,4.315220543813694,36.0,automatic
282.0,3.0,2.763953195770684,24.0,1.269341157978135,-4.07145748226867e-08,-4.209842430213939e-08,1.3838494794526923e-09,1.3838494794526923,13.838494794526923,2.763953195770684,4.145929793656026,33.0,automatic
109.0,7.0,2.393653682408596,18.0,1.2127771900184563,-4.077623572129596e-08,-4.190363256384444e-08,1.1273968425484782e-09,1.1273968425484782,11.273968425484782,2.393653682408596,3.590480523612894,16.0,automatic
328.0,8.0,2.326213245840639,17.0,1.218174753098757,-4.1333532152521e-08,-4.226518690586545e-08,9.316547533444464e-10,0.9316547533444464,9.316547533444464,2.326213245840639,3.4893198687609583,16.0,automatic
485.0,9.0,2.4592453796829674,19.0,1.2801537005750372,-4.039895529217574e-08,-4.190460956010611e-08,1.5056542679303675e-09,1.5056542679303675,15.056542679303675,2.4592453796829674,3.6888680695244513,24.0,automatic
152.0,9.0,2.8209479177387813,25.0,1.2815656405965272,-4.0320426109019536e-08,-4.207467441119661e-08,1.754248302177075e-09,1.754248302177075,17.54248302177075,2.8209479177387813,4.231421876608172,36.0,automatic
262.0,11.0,2.7057581899030048,23.0,1.27247615308253,-4.0243090637659407e-08,-4.187046265258232e-08,1.627372014922912e-09,1.627372014922912,16.27372014922912,2.7057581899030048,4.058637284854507,28.0,automatic
29.0,12.0,3.0901936161855166,30.0,1.1766561392189778,-3.982194130003336e-08,-4.1533088079859226e-08,1.7111467798258673e-09,1.7111467798258673,17.111467798258673,3.0901936161855166,4.635290424278275,40.0,automatic
64.0,12.0,2.7057581899030048,23.0,1.27247615308253,-4.026698263714934e-08,-4.1926536908931666e-08,1.6595542717823264e-09,1.6595542717823264,16.595542717823264,2.7057581899030048,4.058637284854507,28.0,automatic
92.0,14.0,2.876813695875796,26.0,1.1211451356615063,-4.016035148879382e-08,-4.195158176401037e-08,1.7912302752165488e-09,1.7912302752165488,17.912302752165488,2.876813695875796,4.315220543813694,36.0,automatic
467.0,12.0,2.876813695875796,26.0,1.1211451356615063,-4.0127762446218185e-08,-4.181501012112676e-08,1.6872476749085763e-09,1.6872476749085763,16.872476749085763,2.876813695875796,4.315220543813694,36.0,automatic
334.0,16.0,2.5854414729132054,21.0,1.1618260528144841,-4.069990566790693e-08,-4.192155955706767e-08,1.2216538891607343e-09,1.2216538891607343,12.216538891607343,2.5854414729132054,3.8781622093698083,24.0,automatic
